0	0.299167	0.762728	0.170314	0.108338	0.44657	0.157409	0.462937	0.541016	0.226776	0.526296	0.342272	0.237032	0.562703	0.259124	0.428478	0.441978	0.733498	0.732381	0.400752	0.666579	0.380133	0.219031	0.0793494	0.383691	0.783597	0.554925	0.537659	0.231263	0.437483	0.367776	0.364271	
0.299167	0	0.756143	0.424766	0.289459	0.70724	0.413163	0.728966	0.835906	0.124068	0.64026	0.638273	0.0968327	0.606954	0.523617	0.356164	0.723109	0.714083	0.954048	0.696363	0.942243	0.618032	0.328007	0.236965	0.462895	1.04614	0.837418	0.707098	0.495361	0.262276	0.666106	0.482004	
0.762728	0.756143	0	0.920088	0.859723	1.14266	0.671017	1.14693	0.93906	0.659745	0.326891	0.954652	0.812172	0.212041	0.680167	0.400146	1.09364	0.0483434	0.66822	0.867236	0.875036	0.615382	0.543714	0.794361	0.38472	0.876828	0.851686	0.443926	0.678668	0.523031	0.88522	0.422323	
0.170314	0.424766	0.920088	0	0.136211	0.285279	0.261464	0.30529	0.492793	0.383592	0.657258	0.241638	0.338573	0.714122	0.31815	0.598662	0.299872	0.893806	0.786007	0.361017	0.658758	0.447696	0.380807	0.192887	0.536001	0.790503	0.540745	0.640927	0.298579	0.602599	0.313922	0.506594	
0.108338	0.289459	0.859723	0.136211	0	0.417975	0.261373	0.439508	0.599104	0.262461	0.633826	0.366497	0.202415	0.664361	0.354412	0.504492	0.436019	0.828104	0.831945	0.460613	0.744754	0.48053	0.318276	0.0711181	0.486262	0.86843	0.629291	0.645407	0.328118	0.485745	0.419601	0.470479	
0.44657	0.70724	1.14266	0.285279	0.417975	0	0.475949	0.0288858	0.424799	0.66789	0.842722	0.206412	0.616998	0.930789	0.469335	0.864905	0.0924387	1.12369	0.839632	0.356728	0.627601	0.571987	0.631893	0.47816	0.762854	0.767306	0.520747	0.785797	0.465951	0.883934	0.310691	0.720511	
0.157409	0.413163	0.671017	0.261464	0.261373	0.475949	0	0.483601	0.434919	0.306726	0.395824	0.309402	0.374739	0.46083	0.110795	0.407134	0.440021	0.649415	0.575378	0.301512	0.529259	0.223306	0.168574	0.233614	0.287785	0.637584	0.424888	0.387401	0.0823084	0.467337	0.285824	0.25011	
0.462937	0.728966	1.14693	0.30529	0.439508	0.0288858	0.483601	0	0.405375	0.686125	0.843314	0.201204	0.639723	0.934904	0.47035	0.877255	0.0734712	1.12908	0.826642	0.34524	0.608811	0.568392	0.642524	0.497964	0.76916	0.748179	0.504088	0.782185	0.468721	0.900376	0.301251	0.725375	
0.541016	0.835906	0.93906	0.492793	0.599104	0.424799	0.434919	0.405375	0	0.739341	0.612219	0.264974	0.777656	0.741246	0.33725	0.809443	0.332722	0.937364	0.44731	0.140301	0.203707	0.331919	0.58756	0.61562	0.627007	0.342806	0.112613	0.504305	0.360387	0.895044	0.180053	0.570146	
0.226776	0.124068	0.659745	0.383592	0.262461	0.66789	0.306726	0.686125	0.739341	0	0.5188	0.566588	0.152597	0.495319	0.414614	0.268104	0.668471	0.620744	0.831431	0.602282	0.831356	0.499998	0.204284	0.193483	0.342304	0.930101	0.730695	0.583046	0.387231	0.223466	0.577804	0.358595	
0.526296	0.64026	0.326891	0.657258	0.633826	0.842722	0.395824	0.843314	0.612219	0.5188	0	0.645021	0.659166	0.14088	0.373387	0.359412	0.784397	0.326843	0.404194	0.544072	0.561478	0.290855	0.331492	0.581739	0.17766	0.587376	0.527114	0.132381	0.378759	0.502573	0.566149	0.166942	
0.342272	0.638273	0.954652	0.241638	0.366497	0.206412	0.309402	0.201204	0.264974	0.566588	0.645021	0	0.563318	0.742887	0.274581	0.715845	0.139485	0.939584	0.640464	0.159409	0.453989	0.367209	0.477011	0.40248	0.584198	0.592846	0.338672	0.580984	0.277266	0.762328	0.109089	0.536458	
0.237032	0.0968327	0.812172	0.338573	0.202415	0.616998	0.374739	0.639723	0.777656	0.152597	0.659166	0.563318	0	0.645976	0.48472	0.417722	0.638426	0.772766	0.93917	0.637355	0.900155	0.592583	0.330637	0.163019	0.48611	1.01218	0.790437	0.709155	0.456078	0.345869	0.602501	0.494201	
0.562703	0.606954	0.212041	0.714122	0.664361	0.930789	0.46083	0.934904	0.741246	0.495319	0.14088	0.742887	0.645976	0	0.468576	0.275363	0.881749	0.198939	0.538277	0.660315	0.701561	0.411671	0.346147	0.602823	0.179137	0.727425	0.662068	0.272954	0.466649	0.420234	0.675772	0.211037	
0.259124	0.523617	0.680167	0.31815	0.354412	0.469335	0.110795	0.47035	0.33725	0.414614	0.373387	0.274581	0.48472	0.468576	0	0.477287	0.413854	0.665975	0.477994	0.21482	0.418632	0.130058	0.25032	0.337977	0.316283	0.527507	0.316147	0.32896	0.0286458	0.557802	0.214817	0.264939	
